,user,text,polarity
2081,mosswood_pixie,@JoeBiden @BarackObama This brought me a smile. I cannot wait our country is back in capable hands.   #RidinWithBiden,"Sentiment(polarity=0.16666666666666666, subjectivity=0.16666666666666666)"
2082,Doughnutt69,"@JoeBiden @BarackObama It is Thursday July 30th, 2020 and the Pedophile Joseph Robinette Biden should be charged wi… https://t.co/5VnFIVZwcZ","Sentiment(polarity=0.0, subjectivity=0.0)"
2083,Ravikumarsoni_9,@JoeBiden @BarackObama Usa is a verry lucky they have new great candidate @JoeBiden   God bless you joe biden god b… https://t.co/nlq06qdKRS,"Sentiment(polarity=0.42323232323232324, subjectivity=0.6792929292929294)"
2084,jayejaye56,@JoeBiden @BarackObama Obama already had his 8 years a fame quit trying to ride his coattails,"Sentiment(polarity=0.0, subjectivity=0.0)"
2085,BidenReps,@JoeBiden @TeamJoe @BarackObama Joe Biden has the heart and compassion to be President. That’s why we’re #BidenRepublicans.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2086,ElieJea86509691,@JoeBiden @BarackObama This is a future president who cares about common economic problems of American people.,"Sentiment(polarity=-0.024999999999999994, subjectivity=0.20625)"
2087,EduHard11,"@JoeBiden @BarackObama This is missing from the USA, a president with humanity.","Sentiment(polarity=-0.2, subjectivity=0.05)"
2088,kallywilli,"@JoeBiden @BarackObama Dr. Jonathan Reiner, cardiologist:   ""The president [@realDonaldTrump] has no strategy … the… https://t.co/k7DYwRY4p5","Sentiment(polarity=0.0, subjectivity=0.0)"
2089,J03394963,@JoeBiden @BarackObama ok. tears welling up in my eyes. i miss President Obama so much. His voice is my emotional anchor right now. ❤️,"Sentiment(polarity=0.2464285714285714, subjectivity=0.4714285714285714)"
2090,RyanWHeath,@JoeBiden @BarackObama Biden and Obama make me cry every time they speak. We need them desperately.,"Sentiment(polarity=-0.6, subjectivity=1.0)"
2091,ambereyes69,"@JoeBiden @BarackObama Bs, if that's the case why is the house going on recess without passing a stimulas package t… https://t.co/RGhyMLXS2i","Sentiment(polarity=0.0, subjectivity=0.0)"
2092,ReelSportsTalk1,@JoeBiden @BarackObama https://t.co/sLyjJ0yHG0,"Sentiment(polarity=0.0, subjectivity=0.0)"
2093,KabojaBeatus,@JoeBiden @BarackObama So that are busy politicising 8 grades  kids instead of teaching them about their future car… https://t.co/sBUOCRbJiJ,"Sentiment(polarity=0.05, subjectivity=0.2125)"
2094,LynneLupton,@JoeBiden @BarackObama Luck lady.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2095,Eamon0303,@JoeBiden @BarackObama As a Brit I know the world is ready for your safe hands at the helm 🇬🇧🇺🇸,"Sentiment(polarity=0.35, subjectivity=0.5)"
2096,rory_rdupre,@JoeBiden @BarackObama How about you stand on your own 2 feet. You’re still riding Obama’s coat tail!! Pathetic!! B… https://t.co/yimjcfjSmX,"Sentiment(polarity=-0.03125, subjectivity=1.0)"
2097,IbanMarshal,@JoeBiden @BarackObama The Democrats have been politicizing school safety since they latched on to the gun control… https://t.co/tiwOMcoBTd,"Sentiment(polarity=0.0, subjectivity=0.0)"
2098,egginyourface,@JoeBiden @BarackObama https://t.co/vZ85b9wMId,"Sentiment(polarity=0.0, subjectivity=0.0)"
2099,joeblowjuan,@JoeBiden @BarackObama @JoeBiden the radical left always making false promises and never delivers and has 50+ years to back that up,"Sentiment(polarity=-0.13333333333333336, subjectivity=0.19999999999999998)"
2100,NialFran,@JoeBiden @BarackObama Awesome!,"Sentiment(polarity=1.0, subjectivity=1.0)"
2101,CGCC_Balt,@JoeBiden @BarackObama #Biden2020 https://t.co/zV6k5NyczL,"Sentiment(polarity=0.0, subjectivity=0.0)"
2102,TacoSlayer86,"@JoeBiden @BarackObama If walmart workers can consistently see new customers everyday, this Melissa Mcarthy lookin… https://t.co/4ZtAbHuurc","Sentiment(polarity=0.06212121212121211, subjectivity=0.4348484848484849)"
2103,MUNTARI___,@JoeBiden @BarackObama Lovely from two great Individuals,"Sentiment(polarity=0.65, subjectivity=0.75)"
2104,LDHFab40,@JoeBiden @BarackObama Can you ask him to him me a call too? Just a tad bit depressed in Detroit... need a little p… https://t.co/WQkHNFQ6E3,"Sentiment(polarity=-0.1875, subjectivity=0.5)"
2105,italy_exit,@JoeBiden @BarackObama https://t.co/w9FM0sCRTV,"Sentiment(polarity=0.0, subjectivity=0.0)"
2106,Tim51498058,@JoeBiden @BarackObama People would not be so confused and upset if:  1. Politicians had the moral fiber to resist… https://t.co/FmmXJ8oqLE,"Sentiment(polarity=-0.2, subjectivity=0.475)"
2107,KennethYoun,@JoeBiden @BarackObama You need the media asking the president what’s his federal plan to stop the TRUMP VIRUS ? He will go off the rails 😂.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2108,egginyourface,@JoeBiden @BarackObama https://t.co/skYXqB5iEd,"Sentiment(polarity=0.0, subjectivity=0.0)"
2109,italy_exit,@JoeBiden @BarackObama https://t.co/uiDARbocAn,"Sentiment(polarity=0.0, subjectivity=0.0)"
2110,manzella_john,"@JoeBiden @BarackObama Totally Planed! Scippted, Acting. PATHETIC!","Sentiment(polarity=-0.3333333333333333, subjectivity=0.5833333333333334)"
2111,Michael94514323,"@JoeBiden @BarackObama Teachers &amp; Preachers,Important to Us All!Well done You 2 calling Beth,a True showing of Grac… https://t.co/VvwuEQ3GAf","Sentiment(polarity=0.35, subjectivity=0.65)"
2112,RachelMaga_,@JoeBiden @BarackObama A call??? You are in politics for 40 years you did nothing for teachers or anybody else!!… https://t.co/izaUXg7NgP,"Sentiment(polarity=0.0, subjectivity=0.0)"
2113,imgoodemike,@JoeBiden @BarackObama https://t.co/Ay7fGew5Wj,"Sentiment(polarity=0.0, subjectivity=0.0)"
2114,ynesCr16,"@JoeBiden @BarackObama I AGREE WITH BARACK... ""IF YOU DO YOUR JOB!"" Open all schools and do your job. https://t.co/EfemjOxtYX","Sentiment(polarity=0.0, subjectivity=0.5)"
2115,sitdowninfront,@JoeBiden @BarackObama “I think probably kindness is my number one attribute in a human being. I’ll put it before a… https://t.co/03qFHWxSGg,"Sentiment(polarity=0.0, subjectivity=0.1)"
2116,BlackHo91079615,"@JoeBiden @BarackObama On July 30, I quickly browsed Biden’s lengthy plan. 95% of them were talking about his thoug… https://t.co/P2wyniMIrb","Sentiment(polarity=0.3333333333333333, subjectivity=0.5)"
2117,PatriotWarriorX,@JoeBiden @BarackObama Sleepy Joe Is At It Again!,"Sentiment(polarity=0.0, subjectivity=0.0)"
2118,AshamLaban,@JoeBiden @BarackObama ##dv2020winners #dv2020  We will be voting for @JoeBiden.  Who’s with us??,"Sentiment(polarity=0.0, subjectivity=0.0)"
2119,BidenforGitmo,@JoeBiden @BarackObama Joe please go hide,"Sentiment(polarity=0.0, subjectivity=0.0)"
2120,JohnZander17,@JoeBiden @BarackObama Where’s Hunter???,"Sentiment(polarity=0.0, subjectivity=0.0)"
2121,MattarocciSue,"@JoeBiden @BarackObama Gentlemen:   As a former high school teacher, I applaud your efforts to give guidance and co… https://t.co/8Uz0JVHNPK","Sentiment(polarity=0.08, subjectivity=0.27)"
2122,JSupernova00,"@JoeBiden @BarackObama Hearing that, just brings to the fore front how bad things are right now. Health care and sc… https://t.co/btr7gEmMWY","Sentiment(polarity=-0.20714285714285707, subjectivity=0.6011904761904762)"
2123,JohnZander17,@JoeBiden @BarackObama https://t.co/GtqOnUdNGW,"Sentiment(polarity=0.0, subjectivity=0.0)"
2124,MustafaSbiai,"@JoeBiden @BarackObama @BarackObama  no body is proud of you both , both are criminal, you pushed Russia and Iran t… https://t.co/PjTDRKhcGu","Sentiment(polarity=0.2, subjectivity=0.775)"
2125,kallywilli,"@JoeBiden @BarackObama This is what true leaders do! This is what is expected of a POTUS -- the common touch, being… https://t.co/KfqLHWGLEY","Sentiment(polarity=0.012500000000000011, subjectivity=0.5166666666666667)"
2126,egginyourface,@JoeBiden @BarackObama https://t.co/zNH4tXheLc,"Sentiment(polarity=0.0, subjectivity=0.0)"
2127,Raybo34,@JoeBiden @BarackObama https://t.co/yVBpYjGVUS,"Sentiment(polarity=0.0, subjectivity=0.0)"
2128,BennyFrTheBlock,@JoeBiden @BarackObama I miss having a literate and thoughtful president.,"Sentiment(polarity=0.4, subjectivity=0.5)"
2129,LJ4_All,@JoeBiden @BarackObama Are you going to make your brother the Secretary of Education?  He also loves to take public… https://t.co/sTnsSAYfjG,"Sentiment(polarity=0.0, subjectivity=0.0)"
2130,egginyourface,@JoeBiden @BarackObama https://t.co/jATbfhBKBo,"Sentiment(polarity=0.0, subjectivity=0.0)"
2131,Satchmo72652222,"@JoeBiden @BarackObama Using this logic, Hunter could argue that he should be VP","Sentiment(polarity=0.0, subjectivity=0.0)"
2132,OmarAlihashi,@JoeBiden @BarackObama Trump deserves praise for destroying the GOP 20 years ahead of schedule.,"Sentiment(polarity=-0.2, subjectivity=0.0)"
2133,BlesesNicolas,@JoeBiden @BarackObama “We also don’t have an idea what we are doing but we are very proud of you Beth”,"Sentiment(polarity=1.0, subjectivity=1.0)"
2134,livesay_david,@JoeBiden @BarackObama Where’s Hunter?,"Sentiment(polarity=0.0, subjectivity=0.0)"
2135,ChrisRattoGolf,@JoeBiden @BarackObama announce a vp already,"Sentiment(polarity=0.0, subjectivity=0.0)"
2136,EMuhctek,@JoeBiden @BarackObama You were too busy sniffing innocent children to see it coming.... https://t.co/DO8DZzQqS7,"Sentiment(polarity=0.3, subjectivity=0.5)"
2137,AshamLaban,@JoeBiden @BarackObama #dv2020winners  #dv2020  In God we trust Please help us https://t.co/AQKEPRPI2S,"Sentiment(polarity=0.0, subjectivity=0.0)"
2138,Marc_Montana,"@JoeBiden @BarackObama I think Trumps administration should create a fake dossier, have the FBI ok it as factual an… https://t.co/0RZtDrTWZ4","Sentiment(polarity=0.0, subjectivity=0.75)"
2139,2020Moxie,@JoeBiden @BarackObama https://t.co/AnPmIHO0HB,"Sentiment(polarity=0.0, subjectivity=0.0)"
2140,Stewartdglassfo,@JoeBiden @BarackObama https://t.co/iS60X6euhT,"Sentiment(polarity=0.0, subjectivity=0.0)"
2141,jmebrackney,"@JoeBiden @BarackObama Joe, Obama is literally your ‘Trump’ card. Just let that one sink in ...","Sentiment(polarity=0.0, subjectivity=0.0)"
2142,TerriWo51058773,@JoeBiden @BarackObama I can't wait! Vote blue!,"Sentiment(polarity=0.0, subjectivity=0.1)"
2143,redskinnedwolff,@JoeBiden @BarackObama https://t.co/S6zUofyMP1,"Sentiment(polarity=0.0, subjectivity=0.0)"
2144,Kellyk1969,@JoeBiden @BarackObama 💙🇺🇸💙 https://t.co/EhoK0ZUDJQ,"Sentiment(polarity=0.0, subjectivity=0.0)"
2145,kevinjo92298384,"@JoeBiden @BarackObama 47 year loser Joe, running the country?","Sentiment(polarity=0.0, subjectivity=0.0)"
2146,vke2020,"@JoeBiden @BarackObama He was a teacher too, #JusticeForBernellTrammell","Sentiment(polarity=0.0, subjectivity=0.0)"
2147,nocturnalemiss3,@JoeBiden @BarackObama You called white Karen.  How “progressive” 😂,"Sentiment(polarity=0.0, subjectivity=0.0)"
2148,sbbmuud,"@JoeBiden @BarackObama I’m a teacher, too, and I totally agree with Beth! 👍","Sentiment(polarity=0.0, subjectivity=0.75)"
2149,TeresaMarieEspo,@JoeBiden @BarackObama 💙💙💙😭😭😭,"Sentiment(polarity=0.0, subjectivity=0.0)"
2150,AngelaO57852376,@JoeBiden @BarackObama Sure you did. Where's Hunter? https://t.co/BTIIugfQIr,"Sentiment(polarity=0.5, subjectivity=0.8888888888888888)"
2151,denverkdenver,@JoeBiden @BarackObama https://t.co/MO8CzKKssU,"Sentiment(polarity=0.0, subjectivity=0.0)"
2152,MediaBreakdown_,@JoeBiden @BarackObama Obama - you didn't politicize public health Continues to politicize public health.,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)"
2153,Insanityprevai1,@JoeBiden @BarackObama Obamagate is not going away.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2154,budsailing1,@JoeBiden @BarackObama Go @DrBiden and @JoeBiden,"Sentiment(polarity=0.0, subjectivity=0.0)"
2155,IiiTraveller,@JoeBiden @BarackObama Where are you? #TeamJoe  #BasementJoe https://t.co/TTWG1hJjmy,"Sentiment(polarity=0.0, subjectivity=0.0)"
2156,LloydB69gamer,@JoeBiden @BarackObama Don’t act like you give a shit 😂,"Sentiment(polarity=-0.2, subjectivity=0.8)"
2157,James48119460,@JoeBiden @BarackObama https://t.co/ry23oawX5f,"Sentiment(polarity=0.0, subjectivity=0.0)"
2158,LKatoIndivisibe,@JoeBiden @BarackObama I love these little videos.  Real leaders care about other people,"Sentiment(polarity=0.09687499999999999, subjectivity=0.44375000000000003)"
2159,Michael45468030,@JoeBiden @BarackObama It's time to invest in a real  president joe. Now it time get cheat lie fake president  like  Trump out,"Sentiment(polarity=-0.15, subjectivity=0.65)"
2160,WilliamDChappel,@JoeBiden @BarackObama This is the sign of a true PRESIDENT OF THE UNITED STATES!!! VOTE FOR JOE BIDEN 2020! https://t.co/b1W5U03v6s,"Sentiment(polarity=0.8544921875, subjectivity=0.65)"
2161,JenTrump201,"@JoeBiden @BarackObama Dude, you're more confused than Michelle Obama's gynecologist. Time to go back to your basement. #DementiaJoe","Sentiment(polarity=0.033333333333333326, subjectivity=0.39999999999999997)"
2162,WarriorGoddes14,@JoeBiden @BarackObama You both need to be in prison you (un) masks are slipping.,"Sentiment(polarity=-0.1, subjectivity=0.1)"
2163,letskickcarbon,@JoeBiden @BarackObama @JoeBiden is going to a Ukrainian prison camp #bidenukrainiancorruption,"Sentiment(polarity=0.0, subjectivity=0.0)"
2164,Mendez33652,"@JoeBiden @BarackObama Joe """"Cringy Cring"" Biden https://t.co/pmGLBZKiXS","Sentiment(polarity=0.0, subjectivity=0.0)"
2165,GodProtectTrump,@JoeBiden @BarackObama https://t.co/cOgXtsDxgJ,"Sentiment(polarity=0.0, subjectivity=0.0)"
2166,fusion_allusion,@JoeBiden @BarackObama Biden has shown us that there's a super thin line between aging and deteriorating.,"Sentiment(polarity=-0.033333333333333354, subjectivity=0.7583333333333333)"
2167,Charles52223394,@JoeBiden @BarackObama If health matters were not political in the past   Why are @TheDemocrats doing it much now?… https://t.co/NixQ1uwJJ6,"Sentiment(polarity=-0.016666666666666663, subjectivity=0.18333333333333335)"
2168,ThomasD31196765,@JoeBiden @LisaTrembley1 @BarackObama So sweet of you @JoeBiden,"Sentiment(polarity=0.35, subjectivity=0.65)"
2169,Shane72576280,"@JoeBiden @BarackObama We need a President who’s not proud of his phone call, we need one who is proud of his count… https://t.co/XKrSQOOpVM","Sentiment(polarity=0.2, subjectivity=1.0)"
2170,amon_maxwell,@JoeBiden @BarackObama Two of the biggest crooks and liers.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2171,mervynpillay,@JoeBiden @BarackObama #LyingDogFacedPonySoldier 😂🤣,"Sentiment(polarity=0.0, subjectivity=0.0)"
2172,MrQ56156943,"@JoeBiden @BarackObama Yo Biden, did ur compaingan offices receive parcel contains seeds from oversea?","Sentiment(polarity=0.0, subjectivity=0.0)"
2173,DSmiddle,@JoeBiden @BarackObama 🙌🏽🙌🏽👊🏽💯🎯👍🏽🧡❤🙌🏽,"Sentiment(polarity=0.0, subjectivity=0.0)"
2174,Bebesgirls4,@JoeBiden @BarackObama Thanks Joe. We know you care about us. All of us.,"Sentiment(polarity=0.2, subjectivity=0.2)"
2175,real_siren_head,@JoeBiden @BarackObama Jill Biden was a public school teacher for two years in the 70s.,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)"
2176,Rickwithtrump2,@JoeBiden @BarackObama Bla bla bla.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2177,melissamcglynn,@JoeBiden @BarackObama ❤️❤️❤️,"Sentiment(polarity=0.0, subjectivity=0.0)"
2178,Marc_Montana,"@JoeBiden @BarackObama You don't politicize public health, then forces America to pay for ACA!!!!","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)"
2179,RalphusWoof,"@JoeBiden @BarackObama Posing BS as usual. Obama/Biden's presidency of posture and vanity. Feel good, do nothing ph… https://t.co/vdDfNIq9Oq","Sentiment(polarity=0.22499999999999998, subjectivity=0.42500000000000004)"
2180,ArturoEdvardsen,@JoeBiden @BarackObama Now “Mumbles” is pandering to Teachers.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2181,CJMbolo,"@JoeBiden @BarackObama We all know Joe has handlers. I just didn’t know it was Barack Obama. He’s retired Joe, quit… https://t.co/dJHQatECGO","Sentiment(polarity=0.0, subjectivity=0.0)"
2182,DocJaniceL,@JoeBiden @BarackObama So sweet.,"Sentiment(polarity=0.35, subjectivity=0.65)"
2183,Balance2Extreme,"@JoeBiden @BarackObama Awwwww thats nice,my heart melts 🤗🤗,I hope she get the help she needed   yesss! Very importa… https://t.co/8c9QPA9USF","Sentiment(polarity=0.2, subjectivity=0.3)"
2184,WestPoint06mom,@JoeBiden @BarackObama THE REAL JOE BIDEN: https://t.co/iziDKdnj7P,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)"
2185,BjornIsMagnus,@JoeBiden @BarackObama At least Biden isn't completely indifferent to the plight of ordinary people...,"Sentiment(polarity=-0.15, subjectivity=0.43333333333333335)"
2186,osamabinbiden1,@JoeBiden @BarackObama Get the f back to work like everyone else. Teachers trying to cash a check and work via zoom. Gtfo,"Sentiment(polarity=0.0, subjectivity=0.0)"
2187,Kawinkiedink,@JoeBiden @BarackObama Weird all her students only like Biden and Obama? As if that was the only choice their taught to choose?,"Sentiment(polarity=-0.16666666666666666, subjectivity=1.0)"
2188,CatherineAMcLe1,@JoeBiden @BarackObama Go kids!,"Sentiment(polarity=0.0, subjectivity=0.0)"
2189,mommee45kidz,@JoeBiden @BarackObama Old man joe always has to have someone lead him around and tell him what to do.,"Sentiment(polarity=0.1, subjectivity=0.2)"
2190,JohnCro05425706,@JoeBiden I just don't get it Joe. Every time you open your mouth you get it wrong.,"Sentiment(polarity=-0.25, subjectivity=0.7)"
2191,kryptoboy68,@JoeBiden I heard Joe was just found riding his lawn mower on the freeway.,"Sentiment(polarity=0.0, subjectivity=0.0)"
